,Unnamed: 0,recordId,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,ZIPCode,ESRI_OID,geo,point,latitude,longitude,altitude
9,252,11650403,5301020A639FF750,2022/12/19 00:32:00+00,High,SE,DISCHRG FIREARM,P223530134,N MILTON AV/JEFFERSON ST,N MILTON AV and JEFFERSON ST BALTIMORE MD,McElderry Park,Southeastern,221.0,13.0,D5,Madison/East End,Census Tract 602,21205.0,74724,,"(None, None, None)",,,
10,253,11650419,5301020A639FFFE4,2022/12/19 01:08:00+00,High,SD,COMMON ASSAULT,P223530291,WASHINGTON BL/RUSSELL ST,WASHINGTON BL and RUSSELL ST BALTIMORE MD,Downtown West,Southern,941.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2201,21230.0,74727,,"(None, None, None)",,,
11,254,11652770,5301020A63A0BEB8,2022/12/19 14:42:00+00,High,ND,AUTO ACC/INJURY,P223532607,W 0ST ST/FALLS RD,W 0ST ST and FALLS RD BALTIMORE MD,Hampden,Northern,541.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1308.04,21211.0,74756,,"(None, None, None)",,,
12,255,11653067,5301020A63A0D1FC,2022/12/19 16:05:00+00,High,WD,OVERDOSE,P223532905,W NORTH AV/N CAREY ST,W NORTH AV and N CAREY ST BALTIMORE MD,Penn North,Western,742.0,7.0,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,21217.0,74762,,"(None, None, None)",,,
13,256,11654465,5301020A63A129AE,2022/12/19 22:19:00+00,High,SD,DISCHRG FIREARM,P223534423,FAIRHAVEN AV/CYPRESS ST,FAIRHAVEN AV and CYPRESS ST BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21226.0,75669,,"(None, None, None)",,,
14,257,11654724,5301020A63A13D57,2022/12/19 23:43:00+00,High,ED,DISCHRG FIREARM,P223534659,900 N JANNEY ST,900 N JANNEY ST BALTIMORE MD,Orangeville,Eastern,333.0,13.0,D6,Orangeville/East Highlandtown,Census Tract 2604.04,21205.0,75680,"900, North Janney Street, Orangeville, Baltimore, Maryland, 21205, United States","(39.301904, -76.561649, 0.0)",39.301904,-76.561649,0.0
15,258,11656038,5301020A63A1ADB8,2022/12/20 07:42:00+00,High,SW,DISCHRG FIREARM,P223541339,2600 BLK WILKENS AV,2600 BLK WILKENS AV BALTIMORE MD,Millhill,Southwestern,841.0,9.0,D8,Southwest Baltimore,Census Tract 2005,21223.0,75699,,"(None, None, None)",,,
16,259,11656376,5301020A63A1CF99,2022/12/20 10:07:00+00,High,SD,BURGLARY,P223541806,2000 WILKENS AV,2000 WILKENS AV BALTIMORE MD,Carrollton Ridge,Southern,934.0,9.0,D8,Southwest Baltimore,Census Tract 2003,21223.0,75707,"2000, Wilkens Avenue, Carrollton Ridge, Baltimore, Maryland, 21223, United States","(39.281833000000006, -76.6480278279881, 0.0)",39.281833000000006,-76.6480278279881,0.0
17,260,11656781,5301020A63A1E8D4,2022/12/20 11:54:00+00,High,SD,COMMON ASSAULT,P223542196,1000 S CHARLES ST,1000 S CHARLES ST BALTIMORE MD,Federal Hill,Southern,942.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2301,21230.0,75712,"CVS Pharmacy, 1000, South Charles Street, Federal Hill, South Baltimore, Baltimore, Maryland, 21230, United States","(39.277704650000004, -76.61475250022252, 0.0)",39.27770465,-76.61475250022252,0.0
18,261,11656996,5301020A63A1FB98,2022/12/20 13:14:00+00,High,NE,AGGRAV ASSAULT,P223542484,5700 CEDONIA AV,5700 CEDONIA AV BALTIMORE MD,Frankford,Northeastern,444.0,2.0,D4,Cedonia/Frankford,Census Tract 2601.01,21206.0,75719,"5700, Cedonia Avenue, Frankford, Baltimore, Maryland, 21206, United States","(39.337304, -76.533, 0.0)",39.337304,-76.533,0.0
19,262,11657612,5301020A63A22406,2022/12/20 16:07:00+00,High,SW,AUTO ACC/INJURY,P223543115,S CATON AV/BENSON AV,S CATON AV and BENSON AV BALTIMORE MD,Wilhelm Park,Southwestern,832.0,10.0,D10,Morrell Park/Violetville,Census Tract 2501.03,21227.0,75738,,"(None, None, None)",,,
20,263,11657545,5301020A63A2367C,2022/12/20 17:26:00+00,High,CD,COMMON ASSAULT,P223543427,E CHASE ST/HARGROVE ST,E CHASE ST and HARGROVE ST BALTIMORE MD,Mid-Town Belvedere,Central,141.0,12.0,D8,Midtown,Census Tract 1101,21202.0,75742,,"(None, None, None)",,,
21,264,11658113,5301020A63A241FE,2022/12/20 18:15:00+00,High,NE,CAR JACKING,P223543678,ECHODALE AV/HARFORD RD,ECHODALE AV and HARFORD RD BALTIMORE MD,Waltherson,Northeastern,426.0,3.0,D4,Hamilton,Census Tract 2704.02,21214.0,75747,,"(None, None, None)",,,
22,265,11658319,5301020A63A247F7,2022/12/20 18:40:00+00,High,SD,ROBBERY UNARMED,P223543787,700 WASHINGTON BL,700 WASHINGTON BL BALTIMORE MD,Washington Village/Pigtown,Southern,932.0,10.0,D7,Washington Village/Pigtown,Census Tract 2101,21230.0,75751,,"(None, None, None)",,,
23,266,11658368,5301020A63A24F62,2022/12/20 19:12:00+00,High,SE,COMMON ASSAULT,P223543914,500 N EAST AV,500 N EAST AV BALTIMORE MD,Ellwood Park/Monument,Southeastern,224.0,13.0,D6,Patterson Park North & East,Census Tract 2610,21205.0,75757,"500, North East Avenue, Ellwood Park/Monument, Baltimore, Maryland, 21205, United States","(39.29718675, -76.57232107412482, 0.0)",39.29718675,-76.57232107412482,0.0
24,267,11659004,5301020A63A275AA,2022/12/20 21:55:00+00,High,CD,ATT SUICIDE-WEAP,P223544537,2500 CALLOW AV,2500 CALLOW AV BALTIMORE MD,Reservoir Hill,Central,133.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1301,21217.0,75768,"Callow Avenue, Reservoir Hill, Baltimore, Maryland, 21217, United States","(39.3163023, -76.6314482, 0.0)",39.3163023,-76.6314482,0.0
25,268,11659264,5301020A63A27ECE,2022/12/20 22:34:00+00,High,ND,AUTO ACC/INJURY,P223544639,YORK RD/E NORTHERN PY,YORK RD and E NORTHERN PY BALTIMORE MD,Rosebank,Northern,523.0,4.0,D2,North Baltimore/Guilford/Homeland,Census Tract 2708.05,21212.0,75773,,"(None, None, None)",,,
26,269,11659203,5301020A63A28715,2022/12/20 23:09:00+00,High,ND,DISCHRG FIREARM,P223544709,3200 BLK AVON AV,3200 BLK AVON AV BALTIMORE MD,Better Waverly,Northern,513.0,14.0,D5,The Waverlies,Census Tract 905,21218.0,75777,,"(None, None, None)",,,
0,270,11659326,5301020A63A28D1B,2022/12/20 23:35:00+00,High,SD,DISCHRG FIREARM,P223544785,1500 CYPRESS ST,1500 CYPRESS ST BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21226.0,75784,"1500, Cypress Street, Curtis Bay, Baltimore, Maryland, 21226, United States","(39.22385525, -76.58970498333167, 0.0)",39.22385525,-76.58970498333167,0.0
1,271,11660218,5301020A63A2DBE6,2022/12/21 05:11:00+00,High,SE,OVERDOSE,P223550933,2100 FLEET ST,2100 FLEET ST BALTIMORE MD,Fells Point,Southeastern,213.0,1.0,D6,Fells Point,Census Tract 203,21231.0,75803,"Kislings Tavern, 2100, Fleet Street, Canton, Baltimore, Maryland, 21231, United States","(39.28503035, -76.58683965, 0.0)",39.28503035,-76.58683965,0.0
2,272,11660440,5301020A63A2FABB,2022/12/21 07:23:00+00,High,NE,AUTO ACC/INJURY,P223551099,6100 BLK PULASKI HY,6100 BLK PULASKI HY BALTIMORE MD,Pulaski Industrial Area,Northeastern,441.0,2.0,D6,Claremont/Armistead,Census Tract 2604.04,21205.0,75806,,"(None, None, None)",,,
3,273,11661305,5301020A63A33B05,2022/12/21 11:57:00+00,High,SD,BURGLARY,P223552088,500 WASHBURN AV,500 WASHBURN AV BALTIMORE MD,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,21225.0,75827,"500, Washburn Avenue, Brooklyn, Baltimore, Maryland, 21225, United States","(39.23472905, -76.60419600558849, 0.0)",39.23472905,-76.60419600558849,0.0
4,274,11661498,5301020A63A34BF4,2022/12/21 13:09:00+00,High,ED,COMMON ASSAULT,P223552353,1400 N CENTRAL AV,1400 N CENTRAL AV BALTIMORE MD,Oliver,Eastern,343.0,12.0,D5,Greenmount East,Census Tract 909,21202.0,75832,"1400, North Central Avenue, Oliver, Baltimore, Maryland, 21202, United States","(39.306339, -76.600719, 0.0)",39.306339,-76.600719,0.0
5,275,11661915,5301020A63A36323,2022/12/21 14:48:00+00,High,CD,SHOOTING,P223552660,N HOWARD ST/W BALTIMORE ST,N HOWARD ST and W BALTIMORE ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,75841,,"(None, None, None)",,,
6,276,11661916,5301020A63A366AB,2022/12/21 15:03:00+00,High,SW,AUTO ACC/INJURY,P223552714,WILKENS AV/S PULASKI ST,WILKENS AV and S PULASKI ST BALTIMORE MD,Carrollton Ridge,Southwestern,841.0,9.0,D8,Southwest Baltimore,Census Tract 2005,21223.0,75845,,"(None, None, None)",,,
7,277,11662348,5301020A63A3820E,2022/12/21 17:00:00+00,High,WD,AUTO ACC/INJURY,P223553203,1900 W BALTIMORE ST,1900 W BALTIMORE ST BALTIMORE MD,Penrose/Fayette Street Outreach,Western,714.0,9.0,D8,Southwest Baltimore,Census Tract 2001,21223.0,75850,"1900, West Baltimore Street, Penrose/Fayette Street Outreach, Baltimore, Maryland, 21223, United States","(39.28836595, -76.6470921364035, 0.0)",39.28836595,-76.6470921364035,0.0
8,278,11662576,5301020A63A38CBD,2022/12/21 17:46:00+00,High,SD,ARMED PERSON,P223553417,300 BLK S PAYSON ST,300 BLK S PAYSON ST BALTIMORE MD,Carrollton Ridge,Southern,934.0,9.0,D8,Southwest Baltimore,Census Tract 2003,21223.0,75861,,"(None, None, None)",,,
9,279,11662730,5301020A63A39543,2022/12/21 18:22:00+00,High,SD,AGGRAV ASSAULT,P223553608,1200 W PRATT ST,1200 W PRATT ST BALTIMORE MD,Washington Village/Pigtown,Southern,932.0,10.0,D7,Washington Village/Pigtown,Census Tract 2102,21223.0,75864,"1200, West Pratt Street, Hollins Market, Baltimore, Maryland, 21223, United States","(39.285732, -76.63676, 0.0)",39.285732,-76.63676,0.0
10,280,11662818,5301020A63A39A33,2022/12/21 18:43:00+00,High,NW,COMMON ASSAULT,P223553667,4300 PIMLICO RD,4300 PIMLICO RD BALTIMORE MD,Greenspring,Northern,533.0,6.0,D2,Southern Park Heights,Census Tract 1513,21215.0,75866,"4300, Pimlico Road, Central Park Heights, Baltimore, Maryland, 21215, United States","(39.3389637, -76.6641791, 0.0)",39.3389637,-76.6641791,0.0
11,281,11663331,5301020A63A3B4A6,2022/12/21 20:36:00+00,High,CD,AGGRAV ASSAULT,P223554124,PENNSYLVANIA AV/LAURENS ST,PENNSYLVANIA AV and LAURENS ST BALTIMORE MD,Upton,Central,123.0,11.0,D8,Upton/Druid Heights,Census Tract 1402,21217.0,75878,,"(None, None, None)",,,
12,282,11663266,5301020A63A3C116,2022/12/21 21:29:00+00,High,SW,BY THREAT,P223554278,400 N EDGEWOOD ST,400 N EDGEWOOD ST BALTIMORE MD,Lower Edmondson Village,Southwestern,843.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,21229.0,75884,"Edgewood Street, Forest Park, Park Heights, Baltimore, Maryland, 21216, United States","(39.3227517, -76.6758353, 0.0)",39.3227517,-76.6758353,0.0
13,283,11664494,5301020A63A41EC1,2022/12/22 04:09:00+00,High,SW,BURGLARY,P223560725,3200 BAKER ST,3200 BAKER ST BALTIMORE MD,Rosemont,Southwestern,813.0,9.0,D9,Greater Rosemont,Census Tract 1607,21216.0,75917,"3200, Baker Street, Rosemont, Baltimore, Maryland, 21216, United States","(39.30587, -76.670906, 0.0)",39.30587,-76.670906,0.0
14,284,11665922,5301020A63A48ABF,2022/12/22 11:50:00+00,High,SW,AUTO ACC/INJURY,P223562107,WASHINGTON BL/WHISTLER AV,WASHINGTON BL and WHISTLER AV BALTIMORE MD,Morrell Park,Southwestern,831.0,10.0,D7,Morrell Park/Violetville,Census Tract 2503.03,21230.0,75942,,"(None, None, None)",,,
15,285,11665941,5301020A63A496D1,2022/12/22 12:41:00+00,High,ND,COMMON ASSAULT,P223562298,E COLD SPRING LN/MIDWOOD AV,E COLD SPRING LN and MIDWOOD AV BALTIMORE MD,Richnor Springs,Northern,524.0,4.0,D2,Greater Govans,Census Tract 2710.01,21212.0,75949,,"(None, None, None)",,,
16,286,11666152,5301020A63A4A43D,2022/12/22 13:38:00+00,High,SW,AUTO ACC/INJURY,P223562474,3600 BENSON AV,3600 BENSON AV BALTIMORE MD,Violetville,Southwestern,832.0,10.0,D10,Morrell Park/Violetville,Census Tract 2501.03,21227.0,76827,"3600, Benson Avenue, Violetville, Baltimore, Maryland, 21227, United States","(39.265262, -76.6742469, 0.0)",39.265262,-76.6742469,0.0
17,287,11667019,5301020A63A4DC9A,2022/12/22 17:39:00+00,High,ED,POSS,P223563361,3900 PULASKI HY,3900 PULASKI HY BALTIMORE MD,Orangeville,Eastern,333.0,2.0,D6,Orangeville/East Highlandtown,Census Tract 2604.04,21224.0,76848,,"(None, None, None)",,,
18,288,11667252,5301020A63A4ED04,2022/12/22 18:49:00+00,High,WD,BEHAV CRISIS-VIO,P223563679,2300 W BALTIMORE ST,2300 W BALTIMORE ST BALTIMORE MD,Boyd-Booth,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2004,21223.0,76854,"2300, West Baltimore Street, Penrose/Fayette Street Outreach, Baltimore, Maryland, 21223, United States","(39.28804355, -76.65302016564831, 0.0)",39.28804355,-76.65302016564831,0.0
19,289,11667205,5301020A63A4F35D,2022/12/22 19:16:00+00,High,SE,BURGLARY,P223563786,3500 E FAYETTE ST,3500 E FAYETTE ST BALTIMORE MD,Baltimore Highlands,Southeastern,223.0,1.0,D6,Orangeville/East Highlandtown,Census Tract 2604.04,21224.0,76857,"3500, East Fayette Street, Baltimore Highlands, Baltimore, Maryland, 21224, United States","(39.295107400000006, -76.56870602812934, 0.0)",39.295107400000006,-76.56870602812934,0.0
20,290,11667204,5301020A63A4F44E,2022/12/22 19:20:00+00,High,SW,AUTO ACC/INJURY,P223563802,5100 HAMILTON ST,5100 HAMILTON ST BALTIMORE MD,Franklintown,Southwestern,821.0,8.0,D9,Dickeyville/Franklintown,Census Tract 2803.01,21207.0,76858,"5100, Hamilton Street, Franklintown, Baltimore, Maryland, 21207, United States","(39.304302, -76.70749, 0.0)",39.304302,-76.70749,0.0
21,291,11668050,5301020A63A52A95,2022/12/22 23:12:00+00,High,WD,FIRE,P223564524,2100 VINE ST,2100 VINE ST BALTIMORE MD,Penrose/Fayette Street Outreach,Western,714.0,9.0,D8,Southwest Baltimore,Census Tract 2002,21223.0,76879,"2100, Vine Street, Penrose/Fayette Street Outreach, Baltimore, Maryland, 21223, United States","(39.29002225, -76.65032262028274, 0.0)",39.29002225,-76.65032262028274,0.0
22,292,11668820,5301020A63A56409,2022/12/23 03:17:00+00,High,SW,BURGLARY,P223570668,1600 N DUKELAND ST,1600 N DUKELAND ST BALTIMORE MD,Coppin Heights/Ash-Co-East,Western,723.0,7.0,D9,Greater Rosemont,Census Tract 1506,21216.0,76890,"1600, North Dukeland Street, Northwest Community Action, Baltimore, Maryland, 21216, United States","(39.3062121, -76.6632858, 0.0)",39.3062121,-76.6632858,0.0
23,293,11669588,5301020A63A5B4F7,2022/12/23 09:02:00+00,High,NW,OVERDOSE,P223571466,6000 RUSK AV,6000 RUSK AV BALTIMORE MD,Cheswolde,Northwestern,632.0,5.0,D1,Cross-Country/Cheswolde,Census Tract 2720.03,21209.0,76905,"6000, Rusk Avenue, Cheswolde, Baltimore, Maryland, 21209, United States","(39.36425175, -76.67671382642857, 0.0)",39.36425175,-76.67671382642857,0.0
24,294,11670415,5301020A63A5F35E,2022/12/23 13:28:00+00,High,WD,ARMED PERSON,P223572395,1700 GWYNNS FALLS PY,1700 GWYNNS FALLS PY BALTIMORE MD,Parkview/Woodbrook,Western,732.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1304,21217.0,76932,,"(None, None, None)",,,
25,295,11670589,5301020A63A5F4D8,2022/12/23 13:35:00+00,High,WD,ARMED PERSON,P223572417,1700 GWYNNS FALLS PY,1700 GWYNNS FALLS PY BALTIMORE MD,Parkview/Woodbrook,Western,732.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1304,21217.0,76933,,"(None, None, None)",,,
26,296,11670738,5301020A63A60453,2022/12/23 14:41:00+00,High,NW,COMMON ASSAULT,P223572613,4600 WALLINGTON AV,4600 WALLINGTON AV BALTIMORE MD,Dolfield,Northwestern,643.0,6.0,D1,Dorchester/Ashburton,Census Tract 1510,21215.0,76938,"4600, Wallington Avenue, Dolfield, Baltimore, Maryland, 21215, United States","(39.339963, -76.682763, 0.0)",39.339963,-76.682763,0.0
0,297,11672211,5301020A63A66B49,2022/12/23 22:00:00+00,High,SD,COMMON ASSAULT,P223574124,1300 WASHINGTON BL,1300 WASHINGTON BL BALTIMORE MD,Washington Village/Pigtown,Southern,932.0,10.0,D7,Washington Village/Pigtown,Census Tract 2102,21230.0,76967,,"(None, None, None)",,,
1,298,11672547,5301020A63A687C3,2022/12/24 00:01:00+00,High,NE,COMMON ASSAULT,P223580014,5000 CRENSHAW AV,5000 CRENSHAW AV BALTIMORE MD,Frankford,Northeastern,443.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.01,21206.0,76982,"5000, Crenshaw Avenue, Frankford, Baltimore, Maryland, 21206, United States","(39.3288766, -76.546695, 0.0)",39.3288766,-76.546695,0.0
2,299,11673298,5301020A63A6BB2E,2022/12/24 03:41:00+00,High,NE,COMMON ASSAULT,P223580717,6500 FRANKFORD AV,6500 FRANKFORD AV BALTIMORE MD,Pulaski Industrial Area,Northeastern,441.0,2.0,D6,Claremont/Armistead,Census Tract 2604.02,21206.0,77001,"6500, Frankford Avenue, Baltimore, Maryland, 21206, United States","(39.313708, -76.540762, 0.0)",39.313708,-76.540762,0.0
3,300,11673353,5301020A63A6CB9A,2022/12/24 04:51:00+00,High,CD,HOLDUP ALARM,P223580820,1000 CATHEDRAL ST,1000 CATHEDRAL ST BALTIMORE MD,Mid-Town Belvedere,Central,141.0,11.0,D8,Midtown,Census Tract 1102,21201.0,77007,"1000, Cathedral Street, Mid-Town Belvedere, Baltimore, Maryland, 21201, United States","(39.301044, -76.617734, 0.0)",39.301044,-76.617734,0.0
4,301,11675486,5301020A63A79A28,2022/12/24 19:32:00+00,High,CD,SHOOTING,P223582980,800 LINDEN AV,800 LINDEN AV BALTIMORE MD,Mount Vernon,Central,142.0,11.0,D8,Downtown/Seton Hill,Census Tract 1701,21201.0,77039,"800, Linden Avenue, Mount Vernon, Baltimore, Maryland, 21201, United States","(39.299081, -76.620986, 0.0)",39.299081,-76.620986,0.0
5,302,11675693,5301020A63A7BB8F,2022/12/24 21:55:00+00,High,SE,BURGLARY,P223583378,400 BLK HORNEL ST,400 BLK HORNEL ST BALTIMORE MD,Bayview,Southeastern,241.0,1.0,D6,Orangeville/East Highlandtown,Census Tract 2605.01,21224.0,77052,,"(None, None, None)",,,
6,303,11675999,5301020A63A7DAE6,2022/12/25 00:08:00+00,High,CD,AUTO ACC/INJURY,P223590030,E LOMBARD ST/S CALVERT ST,E LOMBARD ST and S CALVERT ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21202.0,77061,,"(None, None, None)",,,
7,304,11676161,5301020A63A7ECE7,2022/12/25 01:25:00+00,High,ND,ARMED PERSON,P223590291,700 W 40TH ST,700 W 40TH ST BALTIMORE MD,Roland Park,Northern,541.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,21211.0,77074,"Keswick Multi-Care Center, 700, West 40th Street, Hampden, Baltimore, Maryland, 21211, United States","(39.33807935, -76.62938751625781, 0.0)",39.33807935,-76.62938751625781,0.0
8,305,11676770,5301020A63A81916,2022/12/25 04:34:00+00,High,SE,ROBBERY ARMED,P223590667,3100 E FAIRMOUNT AV,3100 E FAIRMOUNT AV BALTIMORE MD,Patterson Park Neighborhood,Southeastern,222.0,1.0,D5,Patterson Park North & East,Census Tract 601,21224.0,77084,"3100, East Fairmount Avenue, Patterson Park, Baltimore, Maryland, 21224, United States","(39.29363255, -76.57301568435699, 0.0)",39.29363255,-76.57301568435699,0.0
9,306,11676707,5301020A63A81D6F,2022/12/25 04:52:00+00,High,ED,BURGLARY,P223590686,1200 E LAFAYETTE AV,1200 E LAFAYETTE AV BALTIMORE MD,Oliver,Eastern,343.0,12.0,D5,Greenmount East,Census Tract 909,21202.0,77086,"1200, East Lafayette Avenue, Oliver, Baltimore, Maryland, 21202, United States","(39.3105257, -76.60241694826732, 0.0)",39.3105257,-76.60241694826732,0.0
10,307,11677968,5301020A63A8C011,2022/12/25 16:26:00+00,High,CD,ASSIST MTA,P223592056,N MARTIN LUTHER KING JR BL/N EUTAW ST,N MARTIN LUTHER KING JR BL and N EUTAW ST BALTIMORE MD,Seton Hill,Central,143.0,11.0,D8,Downtown/Seton Hill,Census Tract 1701,21201.0,77101,,"(None, None, None)",,,
11,308,11678134,5301020A63A8C754,2022/12/25 16:57:00+00,High,SE,BURGLARY,P223592138,2400 FLEET ST,2400 FLEET ST BALTIMORE MD,Canton,Southeastern,232.0,1.0,D6,Canton,Census Tract 103,21224.0,77103,"2400, Fleet Street, Canton, Baltimore, Maryland, 21224, United States","(39.2852123, -76.58269941917177, 0.0)",39.2852123,-76.58269941917177,0.0
12,309,11678153,5301020A63A8C83D,2022/12/25 17:01:00+00,High,ND,OVERDOSE,P223592152,5500 FALLS RD,5500 FALLS RD BALTIMORE MD,North Roland Park/Poplar Hill,Northern,521.0,5.0,D2,Greater Roland Park/Poplar Hill,Census Tract 2713,21209.0,77104,"5500, Falls Road, Sabina-Mattfeldt, Baltimore, Maryland, 21209, United States","(39.361544, -76.646397, 0.0)",39.361544,-76.646397,0.0
13,310,11678222,5301020A63A8D356,2022/12/25 17:48:00+00,High,CD,BURGLARY,P223592309,300 BLK JASPER ST,300 BLK JASPER ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,77110,,"(None, None, None)",,,
14,311,11678271,5301020A63A8DADF,2022/12/25 18:21:00+00,High,SW,BURGLARY,P223592368,2000 GRINNALDS AV,2000 GRINNALDS AV BALTIMORE MD,Morrell Park,Southwestern,831.0,10.0,D7,Morrell Park/Violetville,Census Tract 2503.03,21230.0,77112,"2000, Grinnalds Avenue, Morrell Park, Baltimore, Maryland, 21230, United States","(39.266332250000005, -76.65045102169567, 0.0)",39.266332250000005,-76.65045102169567,0.0
15,312,11678715,5301020A63A90630,2022/12/25 21:25:00+00,High,CD,COMMON ASSAULT,P223592821,1100 BOLTON ST,1100 BOLTON ST BALTIMORE MD,Madison Park,Central,132.0,11.0,D8,Upton/Druid Heights,Census Tract 1702,21201.0,77993,"Bolton House, 1100, Bolton Street, Bolton Hill, Baltimore, Maryland, 21201, United States","(39.3035711, -76.62359431449386, 0.0)",39.3035711,-76.62359431449386,0.0
16,313,11678918,5301020A63A91D7B,2022/12/25 23:05:00+00,High,SD,AUTO ACC/INJURY,P223593027,SB I 100 S AT SB I 100 BORE 1 S,SB I 100 S AT SB I 100 BORE 1 S BALTIMORE MD,Locust Point Industrial Area,Southern,943.0,11.0,D7,South Baltimore,Census Tract 2404,21230.0,78004,,"(None, None, None)",,,
17,314,11678980,5301020A63A92083,2022/12/25 23:18:00+00,High,SW,COMMON ASSAULT,P223593042,NORMOUNT AV/N ELLAMONT ST,NORMOUNT AV and N ELLAMONT ST BALTIMORE MD,Rosemont,Southwestern,813.0,9.0,D9,Greater Rosemont,Census Tract 1607,21216.0,78005,,"(None, None, None)",,,
18,315,11679270,5301020A63A93546,2022/12/26 00:46:00+00,High,SW,COMMON ASSAULT,P223600181,NB I 100 N AT S CATON AV,NB I 100 N AT S CATON AV BALTIMORE MD,Morrell Park,Southwestern,831.0,10.0,D10,Morrell Park/Violetville,Census Tract 2501.03,21227.0,78014,,"(None, None, None)",,,
